Name,Batted,BA,HR,Height,Weight,BMI,BMI_Classification
Jerry Dybzinski,R,0.23399999999999999,3,74,180,23.10810810810811,normal
Bob Burda,L,0.22399999999999998,13,71,174,24.26542352707796,normal
Jesse Gonder,L,0.251,26,70,180,25.82448979591837,overweight
Gary Sutherland,R,0.243,24,72,185,25.0877700617284,overweight
Bob Coluccio,R,0.22,26,71,183,25.52053164054751,overweight
Dave Rader,L,0.257,30,71,165,23.010315413608414,normal
Ron Gardenhire,R,0.23199999999999998,4,72,175,23.731674382716047,normal
Bill Sharp,L,0.255,9,70,178,25.537551020408163,overweight
Alan Bannister,R,0.27,19,71,170,23.70759769886927,normal
Bob Watson,R,0.295,184,72,201,27.25752314814815,overweight
Ken Harrelson,R,0.239,131,74,190,24.39189189189189,normal
Bobby Wine,R,0.215,30,73,187,24.668981047100768,normal
John Kennedy,R,0.225,32,72,185,25.0877700617284,overweight
Chico Ruiz,B,0.24,2,72,169,22.918016975308642,normal
Gail Hopkins,L,0.266,25,70,198,28.40693877551021,overweight
Doug Frobel,L,0.201,20,76,196,23.85526315789474,normal
Luis Melendez,R,0.248,9,72,165,22.375578703703702,normal
Bill Plummer,R,0.188,14,73,190,25.064740101332333,overweight
Buck Rodgers,B,0.23199999999999998,31,74,190,24.39189189189189,normal
Phil Niekro,R,0.16899999999999998,7,73,180,23.74554325389379,normal
Tom Poquette,L,0.268,10,70,175,25.107142857142854,overweight
Brian Asselstine,L,0.254,12,73,175,23.085944830174512,normal
Rick Miller,L,0.26899999999999996,28,72,175,23.731674382716047,normal
Ed Charles,R,0.263,86,70,170,24.389795918367348,normal
Luis Gomez,R,0.21,0,69,150,22.148708254568366,normal
Floyd Rayford,R,0.244,38,70,190,27.259183673469387,overweight
Tony Conigliaro,R,0.264,166,75,185,23.120888888888892,normal
Jim Barr,R,0.162,1,75,205,25.620444444444445,overweight
Jerry Remy,L,0.275,7,69,165,24.363579080025207,normal
Frank Duffy,R,0.23199999999999998,26,73,180,23.74554325389379,normal
Tom O'Malley,L,0.256,13,72,180,24.409722222222225,normal
Phil Garner,R,0.26,109,70,175,25.107142857142854,overweight
